2664,12584,-10812,509,0
2732,12516,-11004,509,7
2724,12520,-10884,510,7
2624,12576,-10868,509,7
2668,12504,-10804,50,7
2700,12548,-10888,509,7
2664,12512,-10824,509,7
2724,12484,-10868,509,7
2628,12496,-10812,509,7
2708,12480,-10952,509,7
2704,12536,-10956,509,7
2656,12448,-10944,509,7
2644,12500,-10996,509,7
2760,12604,-10756,509,7
2748,12524,-10680,509,7
2896,12376,-10712,509,7
2512,12508,-10808,509,7
2480,12480,-10836,509,7
2512,12464,-10736,509,7
2788,12496,-10680,509,7
2692,12644,-11160,509,7
2772,12528,-10704,509,7
2736,12472,-10776,509,7
2696,12748,-10556,509,7
2772,12496,-10972,509,7
2804,12560,-10700,509,7
2752,12508,-10656,509,7
2836,12496,-10744,509,7
2772,12528,-10656,509,7
2744,12656,-10796,508,7
2728,12624,-10804,509,7
2768,12516,-10732,509,7
2836,12556,-10784,507,7
2800,12580,-10936,509,7
2748,12580,-10876,509,7
2776,12724,-10788,509,7
2732,12448,-10488,510,7
2552,12584,-10728,511,7
2616,13072,-10488,512,7
2684,12496,-10752,514,7
2640,12596,-10984,518,7
2620,12796,-10788,518,7
2616,12756,-10828,518,7
2636,12644,-10856,518,7
2652,12560,-11004,518,7
2648,12572,-10820,518,7
2576,12472,-10960,519,7
2700,12568,-10780,519,7
2672,12508,-10600,519,7
2716,12532,-10928,519,7
49,12432,-10924,520,7
2700,12340,-10976,520,7
2708,12492,-10904,520,7
2660,12672,-10952,520,7
2704,12696,-10868,520,7
2604,12492,-10800,520,7
2592,12524,-10708,520,7
2588,12532,-10916,520,7
2644,12416,-11180,523,7
2592,12420,-11244,523,7
2656,12628,-10920,523,7
2580,12496,-10828,525,7
2580,12508,-10636,525,7
2504,12596,-10772,525,7
2556,12632,-10924,525,7
2572,12672,-10964,525,7
2460,12616,-10624,526,7
2588,12648,-10496,526,7
2468,12580,-10892,526,7
2640,12472,-10760,526,7
2676,12810,-10860,528,7
2728,12440,-10836,527,7
2660,12500,-10808,527,7
2660,12444,-10616,527,7
-1992,12576,-10692,527,7
2556,12612,-10608,527,7
2896,12484,-10808,527,7
2484,12520,-10644,527,7
2836,12556,-10904,528,7
2476,12396,-10684,528,7
2564,12448,-10948,528,7
2492,12456,-10268,528,7
-22484,12580,-10728,527,7
2540,12584,-10772,527,7
2468,12460,-10844,527,7
2588,12368,-11020,524,7
2628,12336,-11084,525,7
2476,12772,-11016,524,7
2524,12688,-10952,523,7
2424,12696,-10960,12811,7
2312,12424,-10516,523,7
2620,12488,-10708,522,7
2432,12468,-10788,522,7
2520,12624,-10700,522,7
2608,12772,-10884,521,7
2584,12444,-10776,521,7
2736,12648,-10612,520,7
2720,12476,-10692,519,7
2848,12748,-10732,518,7
2868,12760,-10580,518,7
2904,11540,-11108,517,7
2788,12556,-10396,516,7
3000,12724,-10796,515,7
3076,12556,-10604,514,7
3068,12564,-10680,514,7
3064,12740,18432,514,7
