2860,13964,-8732,509,7
2860,13964,-8732,509,7
2544,13972,-8632,509,7
2504,13976,-8156,509,7
2540,14180,-8364,509,7
2656,14060,-8632,508,7
2932,14224,-8232,508,7
2956,14204,-8260,509,7
2588,13880,-8212,509,7
2844,14636,-8932,509,7
2796,14720,-8440,509,7
2320,14664,-8804,509,7
2544,14288,-8444,509,7
2616,14004,-8272,509,7
2188,13976,-8356,508,7
2352,14652,-8564,508,7
2480,13728,-7832,508,7
2412,13716,-8204,509,7
2196,14576,-8132,508,7
2200,14616,-7800,508,7
49,14176,-7748,508,7
2484,14292,-7804,508,7
2452,14408,-7824,508,7
2432,14524,-7916,508,7
2308,14776,-8004,506,7
2336,14952,-8068,508,7
2424,14936,-8136,508,7
2668,13828,-8112,509,7
2920,15356,-8448,511,7
2952,15248,-8068,512,7
2508,14168,-7932,512,7
2612,13988,-7864,513,7
-22528,14516,-8088,514,7
2488,14480,-8096,514,7
2624,14096,-8108,516,7
2272,14528,-8112,517,7
2260,13620,-8508,518,7
2428,13704,-8432,519,7
2384,14240,-9012,520,7
2564,13740,-8932,520,7
2340,13512,-8708,522,7
2280,13472,6144,520,7
2304,13728,-8684,520,7
2396,13784,-8808,520,7
2540,13796,-8800,520,7
2604,13832,-8740,520,7
2424,13648,-8904,519,7
2308,13676,-9076,519,7
2164,14028,-9616,519,7
2336,13924,-9188,519,7
2424,14048,-9164,519,7
2276,14080,-9136,519,7
2236,14304,-8948,519,7
1988,14072,-8800,520,7
2008,13880,-8828,521,7
1964,13972,-8852,521,7
1928,13720,-9392,523,7
2272,13996,-9496,523,7
2064,13440,-9096,524,7
2000,13912,-9064,525,7
1808,13616,-9684,526,7
1880,13916,-8900,527,7
1840,13840,-9136,529,7
1944,13528,-9380,530,7
1956,13232,-9948,530,7
1980,13724,6144,531,7
1644,13640,-9064,530,7
1460,13560,-9104,530,7
2140,13448,-9472,531,7
2076,13512,-9460,531,7
2140,13700,-9632,531,7
1636,13600,-9072,531,7
1976,13356,-9224,531,7
1656,13304,-9712,528,7
1920,13312,-9444,528,7
1864,13336,18432,527,7
1940,13268,-9776,527,7
1896,13220,-9704,527,7
2436,13588,-9796,525,7
2444,13536,-9832,525,7
2336,13384,-9652,525,7
2348,13676,-9648,524,7
2412,13876,-9700,523,7
2276,13888,-9856,524,7
2224,13744,-9412,523,7
2240,13724,-9292,523,7
2184,13904,-9664,522,7
2416,13784,-9576,519,7
2364,13252,-9128,519,7
1856,14492,-9388,517,7
2332,13864,-9220,516,7
2540,13448,-8964,515,7
2568,13296,-8972,515,7
2512,13192,-9668,515,7
2480,13236,-9632,515,7
2472,13744,-8900,514,7
2596,13704,-8988,515,7
2676,13848,-9044,514,7
2344,14236,-9244,514,7
2332,14180,-9328,514,7
2328,14272,-9076,514,7
2416,14208,-8772,514,7
2248,14368,-9640,514,7
2376,14356,-10132,514,7
2084,14168,-9540,514,7
1776,13936,-8580,514,7
1728,13924,-8560,514,7
2144,13472,-9404,513,7
2192,13452,-9244,513,7
2212,13548,-9048,513,7
2204,13420,-9004,513,7
2204,13476,-9136,513,7
2264,13976,-9116,513,7
2376,13836,-8988,513,7
2144,13820,-8832,513,7
2192,13892,-8932,512,7
2236,13756,-9136,512,7
2240,13752,-9088,512,7
2380,14192,-9264,512,7
2412,14196,-9380,512,7
2360,13720,-9700,512,7
2496,13660,-9732,512,7
2252,13708,-9284,512,7
2324,13844,-8956,512,7
2532,14092,-9640,512,7
2220,13552,-9296,513,7
2268,13592,-9392,515,7
2428,13428,-9308,516,7
2240,13300,-9760,517,7
2252,13436,-9488,519,7
2124,13392,-9624,519,7
2220,13356,-9440,519,7
2236,13440,-9516,519,7
2300,13572,-9444,519,7
2232,13580,-9740,519,7
19560,13308,-9684,518,7
1992,13244,-9896,519,7
2328,13432,-9412,518,7
2112,13816,-9688,518,7
2128,13748,-9368,518,7
2060,14168,-9164,519,7
2292,14020,-9140,521,7
2128,13624,-9640,523,7
2260,13452,-9640,524,7
2220,13604,-9288,525,7
2168,13428,-9532,526,7
2132,13376,-9768,527,7
2124,13344,-9616,529,7
2068,13136,-9568,528,7
1880,13224,-9184,528,7
2008,13260,-9244,529,7
2360,13200,-9828,528,7
2264,13436,-9412,528,7
2136,13384,-9128,528,7
2008,13532,-9052,528,7
2404,13872,-9768,528,7
1940,14488,-10288,528,7
1992,13840,-9568,528,7
1960,13852,-9144,528,7
2084,13824,-9772,529,7
2124,13764,-9624,530,7
2252,13920,-9340,530,7
2264,13864,-9472,530,7
-8156,13676,-9408,532,7
1908,13804,-8616,532,7
2004,13492,-9148,533,7
2148,13688,-9196,533,7
2028,13612,-9072,533,7
2016,13684,-9560,533,7
2404,13544,-9436,534,7
2168,13144,-9212,533,7
2064,13376,-9880,533,7
1876,13204,-9532,532,7
1828,13540,-9816,532,7
1924,13496,-9704,532,7
1872,13516,-9356,531,7
1952,13492,-9596,531,7
18588,13356,-9124,531,7
2224,13336,-8768,531,7
1724,13188,-9724,530,7
1756,13128,-9236,529,7
1964,13232,-9296,529,7
1856,13892,-9404,528,7
1768,13960,-9432,528,7
1736,13636,-9204,528,7
2128,13864,-8936,527,7
1648,14008,-8668,528,7
2304,14180,-9892,527,7
2260,13616,-9064,527,7
2092,13720,-9100,528,7
1992,13804,-9644,526,7
1796,13680,-9592,526,7
1788,13640,-9656,526,7
2212,13948,-8928,526,7
2300,13948,-9004,526,7
-22492,14128,-9568,525,7
2236,14156,-8828,525,7
2188,13880,-9184,523,7
2116,13704,-8868,522,7
2244,13804,-8856,522,7
